종목코드,종목명,날짜,시작가,전일가,정적_거래량,시가총액,PER,EPS,52주최고,52주최저,종가,전일대비,외국인순매수,기관순매수,개인순매수,동적_거래량,시가총액_원,PER_숫자,EPS_숫자
267260,HD현대일렉트릭,20250624,"488,000","482,000","185,283",17987500000000,32.03,15581.0,"506,000","225,500","482,000","8,000","+16,854","-10,741","-8,695","231,072",17987500000000,32.03,15581.0
323410,카카오뱅크,20250624,"35,950","37,000","1,583,327",17076200000000,36.61,978.0,"38,750","18,490","37,000","6,000","-82,545","+346,444","-115,540","24,303,988",17076200000000,36.61,978.0
259960,크래프톤,20250624,"359,000","361,500","116,034",16776300000000,12.79,27686.0,"393,000","260,000","361,500","11,000","+39,455","-19,840","-19,569","260,927",16776300000000,12.79,27686.0
316140,우리금융지주,20250624,"22,350","22,200","1,868,263",16671200000000,5.79,3877.0,"22,750","13,740","22,200",850,"+190,843","-156,243","-22,902","2,588,030",16671200000000,5.79,3877.0
010130,고려아연,20250624,"814,000","819,000","13,932",16521200000000,67.06,11900.0,"2,407,000","445,000","819,000","1,000",-788,"+1,888",-954,"18,255",16521200000000,67.06,11900.0
033780,KT&G,20250624,"123,500","124,600","160,347",15343300000000,14.15,8881.0,"127,600","84,800","124,600",900,"+5,769","-21,041","+12,880","496,360",15343300000000,14.15,8881.0
096770,SK이노베이션,20250624,"102,400","101,800","207,351",15239400000000,,20236.0,"140,200","80,800","101,800","-1,000",-598,"+49,759","-48,822","516,935",15239400000000,,20236.0
051910,LG화학,20250624,"213,500","211,000","103,054",14930300000000,,11946.0,"371,000","181,500","211,000","8,500","+99,408","+24,831","-120,899","372,374",14930300000000,,11946.0
024110,기업은행,20250624,"18,290","18,060","1,041,612",14816200000000,5.54,3351.0,"18,790","12,790","18,060",640,"+357,074","+102,950","-312,795","1,472,576",14816200000000,5.54,3351.0
010140,삼성중공업,20250624,"17,190","17,060","4,434,361",14792800000000,101.27,166.0,"18,550","9,200","17,060",410,"-554,690","+503,197","+65,989","8,139,059",14792800000000,101.27,166.0
034730,SK,20250624,"201,000","199,200","276,170",14536800000000,16.33,12281.0,"205,500","114,800","199,200","3,400","-29,939","-3,625","+22,223","358,693",14536800000000,16.33,12281.0
006400,삼성SDI,20250624,"177,700","176,800","267,989",14038000000000,119.23,1461.0,"385,249","157,700","176,800","7,500","+147,500","+32,689","-181,994","742,543",14038000000000,119.23,1461.0
018260,삼성에스디에스,20250624,"186,900","193,500","535,499",13858400000000,18.29,9791.0,"198,800","109,000","193,500","1,700","-67,162","+21,042","+52,975","689,133",13858400000000,18.29,9791.0
030200,KT,20250624,"52,200","52,100","122,438",13205900000000,20.87,2511.0,"54,300","35,850","52,100","1,100","-3,483","+84,446","-87,458","668,799",13205900000000,20.87,2511.0
003550,LG,20250624,"86,100","84,900","254,250",13193400000000,16.6,5053.0,"91,700","58,300","84,900","3,100","-339,160","+130,555","+205,488","1,050,828",13193400000000,16.6,5053.0
377300,카카오페이,20250624,"96,000","92,000","8,458,955",13106000000000,,31.0,"114,000","21,200","92,000",0,0,0,0,-,13106000000000,,31.0
006800,미래에셋증권,20250624,"22,900","22,550","4,056,374",12917700000000,16.61,1364.0,"25,350","6,600","22,550","1,000","-857,453","+1,041,565","+492,220","8,076,803",12917700000000,16.61,1364.0
352820,하이브,20250624,"312,000","312,500","148,678",12912200000000,246.82,1256.0,"316,000","157,700","312,500","9,500","+62,045","+10,460","-72,534","269,200",12912200000000,246.82,1256.0
066570,LG전자,20250624,"76,800","76,200","350,973",12388100000000,19.79,3825.0,"115,400","64,100","76,200","1,500","-47,994","-11,696","+80,561","1,168,788",12388100000000,19.79,3825.0
017670,SK텔레콤,20250624,"57,100","56,800","451,985",12286000000000,9.74,5874.0,"61,900","50,400","56,800",700,"-64,536","+68,907","-1,678","1,024,495",12286000000000,9.74,5874.0
079550,LIG넥스원,20250624,"540,000","554,000","199,455",11671000000000,47.57,11153.0,"650,000","168,700","554,000","-76,000","+25,159","-70,593","+44,879","513,343",11671000000000,47.57,11153.0
272210,한화시스템,20250624,"63,000","63,100","1,644,280",11240700000000,25.53,2331.0,"70,200","16,530","63,100","-3,100","+230,147","-129,826","-89,846","2,034,856",11240700000000,25.53,2331.0
